,Neg_Word,Neg_Count,Pos_Word,Pos_Count,Neg_feature,Neg_Count_feat,Pos_feature,Pos_Count_feat,Neg_feature_brand,Neg_Count_feat_brand,Pos_feature_brand,Pos_Count_feat_brand,Neg_Word_brand,Neg_Count_brand,Pos_Word_brand,Pos_Count_brand
238,window,14.0,expect,31, ready,88.0,100,18.0,battery,84.0,lgtones,6.0, pouch,2.0, snap,1.0
239,im,73.0,havent,52, ride,3.0, sync,205.0,retain,1.0,negative,3.0, belt,9.0, closure,1.0
240,82,1.0,vase,1, fit,535.0, lg,493.0,replacing,3.0,inch,5.0, syn1066b,1.0, stylish,9.0
241,updating,1.0,recharge,83, 1inch,4.0, musicvideo,2.0,oh,2.0,amazon,21.0, newthis,1.0, functional,57.0
242,amd,1.0,itself,27, diameter,25.0, connects,66.0,model,9.0,super,17.0, soft,2.0, protection,18.0
243,swapping,1.0,short,56, bar,89.0, pc,223.0,replace,4.0,connection,16.0, genuine,58.0,compatible,8.0
244,great,43.0,length,25, perfect,205.0, pand,1.0,motorola,16.0,definitely,19.0, protect,3.0, emu,6.0
245,zero,8.0,case,326, bike,4.0, customize,2.0,h500,3.0,recommend,41.0, style,2.0, 1,112.0
246,lemon,2.0,defeat,2, motorcycle,2.0, entertainment,2.0,actually,9.0,clear,42.0, swivel,1.0,this,90.0
247,34,4.0,purpose,33, atv,2.0, experience,119.0,h300,2.0,care,5.0, portability,2.0, product,340.0
248,continuous,3.0,actual,24, includes,285.0, connector,162.0,better,6.0,signature,4.0, adjusts,1.0, carefully,46.0
249,satisfactory,5.0,cord,112, hardware,4.0, transfer,207.0,rechargeable,1.0,earbuds,34.0, support,33.0, audited,46.0
250,regard,3.0,ypu,1, instruction,193.0, good,165.0,nonremovable,1.0,me,24.0, case,8.0, certified,63.0
251,smallersleek,1.0,seller,109,handstand,8.0, uploading,1.0,charging,9.0,important,4.0, trust,2.0, offer,149.0
252,listened,2.0,invest,5, super,53.0, downloading,1.0,dead,9.0,aspect,2.0, high,10.0, following,57.0
253,music,16.0,provide,23, size,180.0, picture,53.0,driving,2.0,bt,11.0, quality,25.0, accessory,154.0
254,multiple,13.0,fantastic,43, sticky,91.0, image,68.0,charged,8.0,concerned,2.0, performance,4.0, 2,104.0
255,call,37.0,heating,2, pad,50.0, wallpaper,1.0,anyway,1.0,sf500,12.0,this,41.0, cover,50.0
256,7pm,1.0,solution,24, black,173.0, graphic,72.0,simply,2.0,class,2.0, product,202.0, if,45.0
257,balance,2.0,provided,23, new,67.0, game,43.0,aaa,6.0,specially,2.0, carefully,27.0, applicable,45.0
258,cost,15.0,4,185, spann,547.0, theme,1.0,car,10.0,paid,13.0, audited,27.0, 3,198.0
259,id,13.0,deal,84, save,296.0, synchronizing,3.0,go,5.0,lightening,2.0, certified,39.0, wall,111.0
260,chance,4.0,perfect,451, 5,186.0, book,11.0,plus,4.0,deal,13.0, functional,33.0, like,285.0
261,3rd,6.0,significantly,12, qualifying,14.0, type,494.0,heavy,4.0,refined,3.0, offer,77.0, feature,145.0
262,1042,1.0,single,18, item,180.0, depends,2.0,removable,1.0,high,15.0, includes,76.0, supported,57.0
263,mdt,2.0,regular,28, offered,14.0, model,393.0,older,1.0,tight,9.0, following,28.0, wireless,72.0
264,plugged,17.0,usage,17, unbeatablesale,8.0, provider,26.0,leftover,1.0,bass,6.0, 2,61.0, alltel,45.0
265,86,2.0,doesnt,254, inc,69.0, only,241.0,stock,3.0,common,4.0, cover,29.0, connectivity,16.0
266,1140,1.0,extends,8, more,167.0, driver,89.0,mine,1.0,range,25.0, if,26.0, omnidirectional,1.0
267,98,2.0,getting,105, n,852.0, driversoftware,2.0,dated,5.0,check,4.0, applicable,26.0, clearly,1.0
268,12,8.0,dead,63, enter,40.0, detail,12.0,2008,1.0,built,8.0, 3,87.0, pick,1.0
269,regular,12.0,morning,11, code,11.0,bulletpoint1,6.0,included,2.0,solidly,3.0, wall,58.0, function,3.0
270,100,39.0,carry,103, r78366vt,8.0,fit,90.0,packaged,1.0,designed,13.0,lightweight,2.0, including,47.0
271,2030,1.0,spare,20, checkout,8.0, 1year,36.0,fool,1.0,expensive,7.0, black,17.0, answering,12.0
272,minute,23.0,bed,11, span,2984.0,sweat,22.0,thinking,2.0,model,37.0, connectivity,6.0, travel,65.0
273,70,7.0,and,45, classadeclarative,14.0, resistant,144.0,defective,7.0,but,13.0, omnidirectional,2.0, case,8.0
274,stand,10.0,30,38, dataactionamodal,14.0, silicone,461.0,reliable,5.0,wish,22.0, clearly,2.0, 70,7.0
275,review,63.0,40,10, dataamodalquotwidthquotquot450quotquotheaderquotquotpromotion,14.0, band,130.0,wil,1.0,louder,6.0, pick,2.0,ergonomic,2.0
276,misrepresented,1.0,user,42, detailsquotquoturlquotquotgppromotionsdetailspopupa2d72bw36vi1yequotquotheightquotquot600quotn,8.0, active,45.0,fall,2.0,similar,11.0, function,3.0, bluetoothequipped,1.0
277,falsely,1.0,surfing,5, restriction,272.0, lifestyle,23.0,off,8.0,soundpeats,6.0, including,24.0, walk,2.0
278,youre,16.0,net,1, applyn,272.0, soft,398.0,powered,2.0,qy7,2.0, answering,3.0, 30,77.0
279,m7s,1.0,listening,16,bluetooth,20.0, touch,968.0,happy,5.0,mpow,4.0, travel,30.0, foot,25.0
280,89,3.0,streaming,10, wireless,396.0, material,1439.0,doesnt,21.0,isnt,12.0, 4,67.0, stay,18.0
281,purchased,52.0,music,105, mean,20.0, feel,202.0,link,1.0,enough,9.0, 70,2.0, inheadset,1.0
282,advertise,1.0,playing,26, sheer,2.0, comfortable,407.0,music,8.0,notch,3.0, h700,1.0, answerend,1.0
283,40,9.0,con,33, convenience,22.0, snapin,22.0,call,15.0,unlike,5.0, h500,1.0, edr,4.0
284,fact,6.0,lose,39, handsfree,168.0, clasp,22.0,waiting,1.0,ridge,2.0, h350,1.0, earhook,44.0
285,slower,2.0,waterproof,7, communication,69.0, eliminates,260.0,thank,6.0,body,5.0, hs850,2.0, improved,2.0
286,considering,9.0,safey,1, enhanced,22.0, snagging,39.0,return,18.0,bend,3.0, hs810,1.0, housing,1.0
287,time,227.0,cover,156, total,15.0, excess,29.0,week,10.0,normal,6.0, hs820,1.0, form,3.0
288,actually,36.0,snap,21, freedom,4.0, easily,405.0,working,5.0,size,10.0, hydrofoam,1.0, reversible,1.0
289,you,26.0,gasket,1, movement,3.0, interchange,22.0,repaired,1.0,neck,35.0, security,1.0, wearing,44.0
290,possibly,2.0,protect,46, unfold,6.0, release,86.0,found,5.0,fatter,2.0, strap,12.0, 3way,1.0
291,received,29.0,internal,16, boom,45.0, watch,52.0,purchasebought,1.0,bigger,3.0,brand,11.0, calling,32.0
292,hoping,12.0,gut,2, microphone,155.0, pin,297.0,mom,4.0,comfortably,6.0, factory,16.0, start,54.0
293,lived,1.0,outer,9, headset,431.0, buckle,22.0,simple,3.0,stiffness,2.0, sealed,6.0, end,1.0
294,hype,5.0,grip,49, ear,54.0, cast,32.0,issue,13.0,also,12.0, mp3,10.0, hold,3.0
295,expensive,26.0,surface,26, link,15.0, stainless,33.0,anything,2.0,3,36.0, onoff,5.0, mute,54.0
296,extra,23.0,probably,81, established,6.0, steel,47.0,wouldnt,5.0,eq,2.0, switch,30.0, blue,290.0
297,htc,5.0,fairly,42, automatically,108.0, available,124.0,receive,4.0,personally,5.0, built,3.0, led,55.0
298,plug,22.0,like,661, universal,319.0, 2,774.0,drop,5.0,brings,2.0, based,3.0, light,263.0
299,usb,28.0,otterbox,46, encourages,2.0, color,700.0,shut,3.0,have,3.0, model,151.0, notify,1.0
300,ill,8.0,standard,18, user,140.0,handstand,6.0,randomly,3.0,black,6.0, k1m,3.0, embedded,5.0
301,spare,6.0,extra,85, update,80.0, super,116.0,properly,5.0,rubber,21.0, v3m,5.0, higher,1.0
302,returned,45.0,thickness,5, change,13.0, size,399.0,idea,2.0,ring,6.0, alltel,23.0, bluetoothenabled,3.0
303,notice,6.0,careful,23, evolve,2.0, sticky,285.0,bunch,1.0,length,5.0, have,3.0, pc,143.0
304,usual,4.0,moisture,5, compatible,820.0, pad,123.0,iphone,20.0,earbud,14.0, hassle,3.0, 130,1.0
305,bulkier,1.0,drip,1, 11,18.0, black,495.0,looked,3.0,flimsy,4.0, free,11.0,oem,11.0
306,mind,8.0,bathtub,1, compliant,2.0, new,108.0,back,4.0,band,10.0,ergonomic,1.0, equipment,6.0
307,that,15.0,working,27, bluetooth,565.0, spann,1977.0,seller,13.0,week,23.0, earhook,12.0, model,257.0
308,star,52.0,black,56, motorola,209.0, save,1013.0,solfd,1.0,two,6.0, improved,2.0, number,241.0
309,fell,9.0,rewarded,1, manufacturer,198.0, 5,441.0,probably,8.0,hope,8.0, housing,1.0, br50,11.0
310,flight,2.0,guarantee,4, smaller,2.0, qualifying,25.0,application,3.0,plastic,11.0, form,1.0, type,293.0
311,17,2.0,best,320, bigger,2.0, item,358.0,unfortunately,7.0,type,15.0, reversible,1.0, lithium,64.0
312,stair,1.0,warrantee,1, tiny,2.0, offered,35.0,mini,1.0,photo,3.0, wearing,12.0, ion,75.0
313,slinky,1.0,industry,3, powerhouse,6.0, unbeatablesale,8.0,adapter,5.0,attached,5.0, 3way,1.0, liion,261.0
314,damage,10.0,value,58, cm,21.0, inc,99.0,connect,5.0,tip,12.0, start,38.0, no,44.0
315,stopped,34.0,considered,10, folded,6.0, more,411.0,obd,2.0,strong,14.0, end,1.0, loss,6.0
316,working,11.0,reasonable,15, weighs,9.0, n,3055.0,power,14.0,sort,4.0, hold,1.0, effect,77.0
317,maybe,32.0,goodnice,1, gram,7.0, enter,102.0,dash,3.0,thought,2.0, mute,30.0, integrated,20.0
318,much,12.0,barely,35, increased,13.0, code,21.0,cam,3.0,basically,3.0, blue,106.0, microchip,11.0
319,slowly,4.0,also,55, talk,641.0, r78366vt,8.0,connected,1.0,functionally,2.0, led,28.0, prevents,18.0
320,deteriorated,3.0,quickly,141, time,771.0, checkout,14.0,start,3.0,prefer,4.0, light,96.0, overcharging,27.0
321,long,18.0,begin,10, hour,791.0, span,10905.0,discharging,1.0,hidden,3.0, notify,1.0, lengthens,6.0
322,extremely,8.0,degrading,2, standby,320.0, classadeclarative,41.0,pin,2.0,secure,7.0, embedded,2.0,razorthin,1.0
323,ok,7.0,shorter,8,interlocking,16.0, dataactionamodal,41.0,align,2.0,looking,19.0, higher,1.0, aircraft,1.0
324,look,63.0,comfortable,80, connection,221.0, dataamodalquotwidthquotquot450quotquotheaderquotquotpromotion,41.0,sure,1.0,attachment,2.0, bluetoothenabled,3.0, mpeg4,1.0
325,style,5.0,white,23, system,99.0, detailsquotquoturlquotquotgppromotionsdetailspopupa2d72bw36vi1yequotquotheightquotquot600quotn,8.0,thing,3.0,finally,7.0, pc,70.0, builtin,31.0
326,couple,33.0,preforms,1, moisture,31.0, restriction,981.0,needed,4.0,small,8.0, 130,1.0, edgegprs,3.0
327,adding,3.0,posting,5, proof,20.0, applyn,981.0,gps,1.0,entire,3.0,oem,7.0, 2megapixel,4.0
328,size,37.0,buy,307, hook,58.0,wireless,34.0,map,1.0,structure,4.0, equipment,5.0, 8x,4.0
329,should,13.0,tied,2, up,309.0, cord,96.0,bag,1.0,flatter,2.0, number,134.0, stereo,80.0
330,prompt,3.0,zero,21, marine,16.0, free,376.0,wire,5.0,99,2.0, br50,5.0, 583,3.0
331,shipment,1.0,lemon,9, corrosion,20.0, lightweight,281.0,attached,2.0,biggest,3.0, type,154.0, 300,31.0
332,again,45.0,8500,2,motorola,54.0, bluetooth,1202.0,case,2.0,adequate,4.0, lithium,31.0,kit,1.0
333,expedite,1.0,one,220, earbuds,84.0, headset,1073.0,leather,1.0,seal,2.0, ion,47.0, adapter,152.0
334,shipping,8.0,box,77, behindtheneck,33.0, offer,377.0,expected,30.0,listen,10.0, liion,142.0, user,76.0
335,defective,23.0,7800,4, magnet,45.0, best,108.0,4,17.0,feel,20.0, no,33.0, manual,22.0
336,55,1.0,amazon,87, collar,32.0, performance,245.0,8300,1.0,slip,3.0, loss,5.0, 10,100.0
337,percent,4.0,coupon,1, prevent,86.0, 33,16.0,year,12.0,running,4.0, effect,35.0, smallest,1.0
338,tried,54.0,cell,218, tangling,32.0, 8,1101.0,basic,1.0,activity,2.0, integrated,11.0, lightest,1.0
339,extender,2.0,howeve,1, noise,244.0, hour,2056.0,replacement,8.0,made,7.0, microchip,5.0, market,45.0
340,s4,5.0,ll,1, cancellation,85.0, talk,1378.0,first,2.0,sounding,2.0, prevents,8.0, today,3.0
341,myself,6.0,drain,17,work,22.0, time,1584.0,zero,1.0,solid,9.0, overcharging,9.0, redial,1.0
342,tough,10.0,doule,1, pda,48.0, 240hour10day,2.0,key,3.0,however,15.0, lengthens,5.0, rejection,1.0
343,45,5.0,advertised,89, reception,33.0, standby,611.0,voice,12.0,improved,5.0, dolce,1.0,386,2.0
344,finding,1.0,hoping,25, 6,245.0, secure,408.0,speaker,4.0,thing,8.0, gabbana,1.0, 209,2.0
345,heavy,23.0,absolutely,48, pack,83.0, fit,1505.0,furthermore,1.0,surgery,2.0, anodized,1.0, 054,2.0
346,bedtime,1.0,this,111, antenna,175.0, audio,628.0,verizon,8.0,pain,3.0, aluminum,1.0, 850,55.0
347,bed,4.0,negative,17, booster,285.0, weighs,11.0,send,2.0,returned,10.0, gold,3.0, 900,48.0
348,bliss,1.0,protective,31, you,94.0, 1,3123.0,o,3.0,ver,2.0, finish,2.0, 1800,71.0
349,recommend,54.0,isnt,84, notice,13.0, ounce,14.0,update,2.0,alert,3.0, like,130.0, 1900,44.0
350,reckon,1.0,remove,41, atleast,12.0, multifunction,7.0,version,3.0,call,54.0, feature,77.0, 67,2.0
351,power,63.0,worrying,4, quotbarquot,12.0, button,597.0,disappointing,2.0,delicate,2.0, supported,23.0, book,5.0
352,afraid,6.0,around,32, before,12.0, voiceactivated,8.0,warranty,4.0,sport,2.0, edgegprs,2.0, capacity,286.0
353,needed,18.0,noon,2, mind,73.0, dialing,398.0,job,10.0,sweaty,2.0, 2megapixel,2.0, 1000,4.0
354,junk,49.0,plug,107, near,18.0, answerend,27.0,tiny,1.0,workout,2.0, 8x,1.0, weight,7.0
355,guide,2.0,overnight,9, zero,16.0, command,25.0,product,25.0,kill,2.0, zoom,4.0, 342,2.0
356,23,6.0,fitment,4, signal,355.0, ear,156.0,long,5.0,got,73.0, stereo,24.0, oz,3.0
357,daily,7.0,minimal,13, le,14.0, minigels,15.0,worked,33.0,died,6.0, 583,1.0, sim,97.0
358,starting,4.0,however,95, continuous,21.0, small,15.0,7,2.0,store,13.0, 300,11.0, card,173.0
359,occasional,2.0,taking,41, single,15.0, sound,727.0,volume,4.0,shape,7.0,portable,6.0, eg,78.0
360,poor,50.0,close,49, result,17.0, clarity,89.0,uggg,1.0,except,2.0, medium,11.0, h20,78.0
361,connection,24.0,trule,1, minimal,16.0,speaker,6.0,awhile,1.0,sleep,4.0, allow,14.0, straight,79.0
362,weakening,2.0,7800mah,3, nonexistent,12.0, gmc,6.0,connection,2.0,cheaper,11.0, beam,6.0, select,78.0
363,wire,30.0,factory,12, effect,52.0, vehicle,84.0,got,19.0,version,9.0, t505,12.0, prepaid,78.0
364,inside,27.0,clean,23, but,38.0, speaker,436.0,how,1.0,perfect,72.0, play,21.0, boost,94.0
365,waste,36.0,background,16, 10,423.0, factory,64.0,digital,1.0,complaint,17.0, transmit,6.0, virgin,101.0
366,money,61.0,clearedclosed,1,shirt,1.0, harness,13.0,constantly,2.0,owned,15.0, fm,17.0, u,1.0
367,improve,6.0,anker,239, clip,256.0, manufacturer,372.0,hear,10.0,hb,4.0, it,34.0, triband,3.0
368,signal,94.0,twice,41, handset,82.0,this,301.0,robot,1.0,700,4.0, scan,6.0, 85018001900,1.0
369,fall,30.0,size,179, 25mm,17.0, leather,223.0,reconnect,1.0,mic,9.0, clean,6.0, 3g,109.0
370,scam,2.0,thing,46, jack,119.0, fanny,4.0,life,12.0,comfortability,2.0, one,13.0, compatibility,228.0
371,did,9.0,disappointed,21, will,10.0, pack,201.0,estimation,1.0,water,10.0, aloud,6.0, 8501900,3.0
372,iphone,114.0,exceed,1, apple,509.0, seven,8.0,prompt,1.0,resistance,4.0, tune,6.0, umtshsdpa,1.0
373,piece,46.0,expectation,42, iphone,1531.0, zipped,4.0,now,3.0,beat,6.0, radio,15.0, plus,27.0
374,shiny,3.0,wish,99, ipad,411.0, pocket,141.0,finally,2.0,hold,34.0, 907,6.0, gprsedge,6.0
375,plastic,37.0,power,227, 35mm,58.0, perfect,670.0,blown,1.0,candle,2.0, palmsized,6.0, 13megapixel,10.0
376,increase,17.0,volume,89,top,1.0, waist,18.0,completely,3.0,qaulity,4.0, mounted,7.0, audiovideo,1.0
377,glue,7.0,button,188, manufactured,22.0, bag,26.0,half,6.0,real,17.0, functionality,12.0, organizer,11.0
378,mineral,2.0,press,35, wilson,34.0, palm,32.0,40,1.0,metal,4.0,folding,1.0, speakerindependent,1.0
379,rock,3.0,complaint,74, electronics,64.0, pilot,4.0,blueant,1.0,log,2.0, neckband,1.0, 290,1.0
380,wrap,6.0,market,30, part,73.0, camera,672.0,ago,4.0,eventually,4.0, easy,23.0,up,1.0
381,foil,2.0,wrong,36, number,141.0, hidden,20.0,dodgy,1.0,fall,13.0, carrywheel,1.0, class,25.0
382,seriously,5.0,lightening,5, 951104,1.0, rear,32.0,trash,2.0,screw,2.0, key,1.0, clarity,2.0
383,1c,2.0,finally,41,wireless,13.0, zippocket,4.0,beep,2.0,cover,10.0, fwdbwdstylish,1.0, range,8.0
384,solution,10.0,previously,11, seriesnote,3.0, adjustable,290.0,hold,13.0,little,50.0,lg,12.0, security,1.0
385,available,9.0,me,125, 8,335.0, nylon,93.0,minute,5.0,continues,3.0, sbpl0086903,12.0, premium,4.0
386,wouldnt,26.0,tradeoff,3, s8,239.0, strap,147.0,1,5.0,amazing,12.0, standard,39.0, ultimate,2.0
387,carrier,7.0,losing,13, plus,137.0, extending,4.0,meeting,1.0,spend,6.0, li,15.0, experience,2.0
388,free,6.0,waterproofingresistance,1, s7,43.0, 35,130.0,sounded,2.0,100,9.0, 8350,12.0,portable,26.0
389,news,3.0,reduction,3, edge,75.0, waistpack,4.0,darth,1.0,last,12.0, 1000mah,12.0, medium,34.0
390,spend,8.0,anxiety,2, s6,77.0,interlocking,64.0,vader,1.0,ship,4.0, sim,45.0, allow,37.0
391,real,13.0,loving,7, x88p,3.0, connection,527.0,missed,1.0,quickly,16.0, card,84.0, beam,26.0
392,reputable,2.0,highly,101, android,99.0, system,227.0,window,4.0,mom,7.0, boost,44.0, t505,52.0
393,booster,32.0,recommended,63, require,25.0, moisture,101.0,day,13.0,thanks,37.0, virgin,44.0, play,56.0
394,wilson,6.0,changing,7, additional,58.0, proof,80.0,extremely,2.0,daily,8.0, content,7.0, speaker,58.0
395,zboost,2.0,seen,24, qi,21.0, hook,197.0,unhappy,1.0,tell,18.0, box,38.0, transmit,26.0
396,uniden,2.0,thx,4, receiver,25.0, up,722.0,blame,2.0,grip,2.0, manual,15.0, fm,46.0
397,amazon,31.0,saved,42, search,18.0, marine,64.0,3rd,1.0,softly,2.0, eg,33.0, it,99.0
398,do,20.0,buying,55, b07f2cpprn,3.0, corrosion,83.0,party,2.0,flop,3.0, h20,33.0, scan,26.0
399,feel,31.0,sacrifice,1, shop,3.0,motorola,178.0,moto,4.0,doe,4.0, straight,33.0, clean,27.0
400,stupid,7.0,water,29, two,32.0, earbuds,302.0,sad,1.0,accidentally,4.0, select,33.0, one,56.0
401,excelente,50.0,resistance,9, holder,138.0, microphone,412.0,roadster,3.0,leave,9.0, prepaid,35.0, aloud,26.0
402,returning,15.0,wasnt,85, base,59.0, behindtheneck,134.0,the,1.0,drain,5.0,input,1.0, tune,26.0
403,small,18.0,fault,19, gap,22.0, magnet,174.0,replaced,8.0,lightweight,5.0, voltage,135.0, radio,45.0
404,close,11.0,though,60, air,57.0, collar,132.0,too,3.0,with,3.0, ac,10.0, 907,26.0
405,crap,23.0,all,94, vent,44.0, prevent,247.0,stuck,4.0,flat,6.0, 240v,1.0, palmsized,26.0
406,excited,2.0,okay,67, dashboard,93.0, tangling,132.0,nothing,1.0,outside,6.0, nimh,1.0, mounted,26.0
407,band,20.0,offer,27, rotated,11.0, noise,640.0,rarely,2.0,bulky,2.0, equivalent,1.0, functionality,30.0
408,motor,2.0,cheap,208, 360,58.0, cancellation,267.0,cycling,1.0,stick,9.0, lg,56.0, contains,104.0
409,360,4.0,brittle,2, degree,52.0,work,13.0,end,1.0,drop,7.0, ssad0020902,1.0, prolongs,5.0
410,2nd,9.0,break,76, tilted,12.0, pda,70.0,occasionally,1.0,farther,2.0, office,7.0, lithiumion,34.0
411,gen,4.0,dropped,77, 15,80.0, reception,21.0,awful,2.0,probably,12.0, hotel,1.0, best,7.0
412,smart,12.0,cushion,3, provide,105.0, 6,542.0,fail,2.0,difficult,5.0, blackjack,1.0, performance,9.0
413,watch,24.0,14,11, optimized,15.0, antenna,308.0,failing,1.0,typical,3.0, sghi607,1.0, comparison,5.0
414,alternative,8.0,off,68, visual,18.0, booster,562.0,costco,2.0,sweat,6.0, sght329,1.0, nimh,6.0
415,metal,27.0,substantial,6, image,30.0, you,202.0,50,1.0,proof,5.0, schr510,1.0, nicd,5.0
416,flow,2.0,couple,75, insert,71.0, notice,12.0,myself,1.0,cant,23.0, spha303,1.0,ultracompact,1.0
417,moto,9.0,week,105, interface,30.0, atleast,2.0,sell,5.0,imagine,4.0, sgha717,1.0, featuring,3.0
418,nurse,2.0,sale,9, press,18.0, quotbarquot,2.0,crap,4.0,4,29.0, sgha727,1.0, perforated,1.0
419,wash,2.0,accessory,21, button,214.0, before,2.0,usually,3.0,star,35.0, sgha437,1.0, alloy,1.0
420,hand,19.0,20,37, how,21.0, mind,141.0,limited,3.0,wont,20.0, sgh,1.0, bezel,1.0
421,shift,3.0,currently,15, stick,41.0, near,22.0,selection,1.0,stay,9.0,premium,5.0, diamondcut,1.0
422,held,17.0,able,186, magnetic,81.0, zero,8.0,test,2.0,matter,5.0, horizontal,3.0, metal,1.0
423,basic,8.0,delivery,59, plate,42.0, signal,687.0,stuff,2.0,and,7.0, textured,4.0, cancel,30.0
424,functional,8.0,efficient,8, case,273.0, le,4.0,happens,1.0,terrible,4.0, casing,3.0, background,35.0
425,durable,27.0,package,28, thin,111.0, continuous,21.0,worst,4.0,base,3.0, maximum,4.0, enhances,1.0
426,weathersweat,2.0,condition,54, 3mm,42.0, single,15.0,speakerphone,2.0,tinny,5.0, protection,6.0, channel,1.0
427,resistant,2.0,content,2, metal,50.0, bar,148.0,ive,15.0,these,20.0, 3g,47.0, pure,1.0
428,leather,5.0,complete,16, thick,40.0, result,12.0,used,1.0,returning,3.0, highquality,5.0, clear,29.0
429,lightweight,9.0,promised,18, wont,26.0, minimal,32.0,best,2.0,14,4.0, construction,3.0, directly,76.0
430,silicone,2.0,higher,34, please,29.0, nonexistent,2.0,thats,7.0,hard,20.0, seam,3.0, flexible,1.0
431,outdoor,2.0,change,82, note,145.0, effect,103.0,rare,1.0,wet,2.0, durability,3.0, lightweight,12.0
432,activity,5.0,useage,1, appear,15.0, but,26.0,forgotten,1.0,caused,3.0, good,3.0, hook,91.0
433,rain,2.0,performs,7, pause,14.0, 10,1331.0,beginning,2.0,fail,2.0, look,8.0, securely,29.0
434,sweat,3.0,recomend,4, reconnected,12.0,shirt,2.0,reliably,2.0,wired,2.0, interior,3.0, place,1.0
435,is,21.0,truly,11, driving,19.0, clip,440.0,keep,1.0,answering,3.0, lined,3.0, 10700200,1.0
436,evil,3.0,improves,2, 15a,12.0, compatible,1926.0,started,4.0,minor,4.0, protects,6.0, 10700275,1.0
437,fail,7.0,benchmark,2, 2a,28.0, handset,188.0,disconnect,1.0,17,3.0, minor,3.0,latest,1.0
438,fatigue,2.0,oe,3, head,35.0, 25mm,38.0,imaginable,1.0,give,2.0, bump,3.0, generation,10.0
439,mostly,3.0,worse,10, bluetoothequipped,1.0, jack,292.0,resolve,1.0,uncomfortable,3.0, shock,3.0, chipset,2.0
440,gps,26.0,lately,2, 33,5.0, will,23.0,2nd,2.0,feeling,5.0, magnetic,3.0, echo,83.0
441,flying,10.0,triple,5, volume,50.0, apple,1265.0,bt,2.0,choked,2.0, closing,3.0, software,60.0
442,road,23.0,uptime,1, wellpositioned,1.0, iphone,4758.0,device,13.0,comparing,2.0, flap,3.0, multipoint,126.0
443,bouncing,2.0,capability,18, speaker,188.0, ipad,1243.0,avoid,1.0,the,4.0, safely,45.0, switching,1.0
444,pavement,2.0,spent,20, crisp,77.0, 35mm,146.0,saying,1.0,750810,2.0, itaposs,3.0, easytosee,1.0
445,dirt,8.0,should,17, clear,183.0,ipod,3.0,listen,3.0,900s,4.0, fixed,4.0, indiator,1.0
446,whatever,2.0,3,204, sound,266.0, 3g,678.0,radio,4.0,bad,18.0, loop,3.0, status,271.0
447,teathering,2.0,moderate,6, lithiumion,43.0, 3gs,220.0,b,1.0,habit,2.0, atandt,1.0, compliant,1.0
